DATE,CSCICP03USM665S
1976-03-01,99.7814572366461
1976-04-01,99.8286482373407
1976-05-01,99.9819962970069
1976-06-01,100.17837975467
1976-07-01,100.319771832125
1976-08-01,100.328644685334
1976-09-01,100.25836483486
1976-10-01,100.178097457604
1976-11-01,100.136863382217
1976-12-01,100.137583611312
1977-01-01,100.182247576265
1977-02-01,100.275127088728
1977-03-01,100.382046555101
1977-04-01,100.459463037993
1977-05-01,100.469506364963
1977-06-01,100.424522219555
1977-07-01,100.329818656523
1977-08-01,100.181440089439
1977-09-01,100.013660695925
1977-10-01,99.8663907135524
1977-11-01,99.7719835609964
1977-12-01,99.7215335492253
1978-01-01,99.6884677973543
1978-02-01,99.6081810077136
1978-03-01,99.4701139149711
1978-04-01,99.4688553124771
1978-05-01,99.4930694752273
1978-06-01,99.4572258669714
1978-07-01,99.4308179903201
1978-08-01,99.3319333509357
1978-09-01,99.2369222809958
1978-10-01,99.0071810005563
1978-11-01,98.6202134765024
1978-12-01,98.2695447690319
1979-01-01,98.2441793593361
1979-02-01,98.2288438459726
1979-03-01,98.0375047215935
1979-04-01,97.841149596418
1979-05-01,97.7099866528326
1979-06-01,97.5265388237537
1979-07-01,97.3646600646738
1979-08-01,97.4015247753783
1979-09-01,97.4421694286967
1979-10-01,97.3665319772698
1979-11-01,97.3484630681432
1979-12-01,97.3884466794694
1980-01-01,97.4732995030413
1980-02-01,97.2647289256028
1980-03-01,96.72263257231
1980-04-01,96.3018663447186
1980-05-01,96.266876671221
1980-06-01,96.6639702355175
1980-07-01,97.2382782556082
1980-08-01,97.8628406810348
1980-09-01,98.3891895930082
1980-10-01,98.6129137515094
1980-11-01,98.5026722081503
1980-12-01,98.1299031605291
1981-01-01,97.9797086662491
1981-02-01,97.883713877574
1981-03-01,97.9846367577949
1981-04-01,98.3011685946318
1981-05-01,98.5798409622099
1981-06-01,98.6748437118048
1981-07-01,98.7296516428351
1981-08-01,98.7043404908504
1981-09-01,98.4388043910065
1981-10-01,98.0439457530162
1981-11-01,97.6833072435218
1981-12-01,97.6374593194701
1982-01-01,97.744040660465
1982-02-01,97.6560518029287
1982-03-01,97.5260439422932
1982-04-01,97.5629935152622
1982-05-01,97.6311957851722
1982-06-01,97.6264041497929
1982-07-01,97.6436786604272
1982-08-01,97.7697319471816
1982-09-01,98.0302470899796
1982-10-01,98.2638243318077
1982-11-01,98.3217649744883
1982-12-01,98.3183982543235
1983-01-01,98.4197076865574
1983-02-01,98.8230927066401
1983-03-01,99.4790211462356
1983-04-01,100.183350870061
1983-05-01,100.653158782226
1983-06-01,100.8020218768
1983-07-01,100.765915982569
1983-08-01,100.624524734509
1983-09-01,100.508160704718
1983-10-01,100.514908400914
1983-11-01,100.708962901724
1983-12-01,101.043066923784
1984-01-01,101.376902031038
1984-02-01,101.508863335647
1984-03-01,101.538574218313
1984-04-01,101.416256458506
1984-05-01,101.33791077202
1984-06-01,101.2893101377
1984-07-01,101.360396272943
1984-08-01,101.487014242299
1984-09-01,101.509654256188
1984-10-01,101.341897187809
1984-11-01,101.160220269353
1984-12-01,101.028837345664
1985-01-01,101.010560555993
1985-02-01,100.967712153064
1985-03-01,100.946280015719
1985-04-01,100.947307644485
1985-05-01,100.948326298912
1985-06-01,101.008550223867
1985-07-01,100.937386890492
1985-08-01,100.788932425422
1985-09-01,100.638071457897
1985-10-01,100.540090953626
1985-11-01,100.646133563959
1985-12-01,100.864484170486
1986-01-01,101.049590760972
1986-02-01,101.137790006338
1986-03-01,101.162843840845
1986-04-01,101.20314783507
1986-05-01,101.262257045801
1986-06-01,101.358409955765
1986-07-01,101.300183710588
1986-08-01,101.121455484109
1986-09-01,100.950788092347
1986-10-01,100.859687115365
1986-11-01,100.679192105515
1986-12-01,100.527671524092
1987-01-01,100.495611094257
1987-02-01,100.525675975102
1987-03-01,100.598204204342
1987-04-01,100.677536738565
1987-05-01,100.710304460699
1987-06-01,100.782146434795
1987-07-01,100.884299013241
1987-08-01,100.888964020463
1987-09-01,100.706812042391
1987-10-01,100.364935195393
1987-11-01,100.094578788741
1987-12-01,100.16550897524
1988-01-01,100.424611711938
1988-02-01,100.661656533306
1988-03-01,100.822295392557
1988-04-01,100.865438155882
1988-05-01,100.956689926717
1988-06-01,101.023921941095
1988-07-01,101.090911217039
1988-08-01,101.198306000725
1988-09-01,101.183203477684
1988-10-01,101.04385656714
1988-11-01,100.942973905596
1988-12-01,100.969385494964
1989-01-01,101.109097430153
1989-02-01,101.089052375742
1989-03-01,100.94556999783
1989-04-01,100.749328532176
1989-05-01,100.619019228159
1989-06-01,100.587116709816
1989-07-01,100.635767964256
1989-08-01,100.716892320552
1989-09-01,100.868765747606
1989-10-01,100.851635551043
1989-11-01,100.727604392091
1989-12-01,100.653512234579
1990-01-01,100.650891320378
1990-02-01,100.632848169109
1990-03-01,100.701747978608
1990-04-01,100.754168895427
1990-05-01,100.624447915441
1990-06-01,100.339125992746
1990-07-01,99.8571852177783
1990-08-01,99.0839123326446
1990-09-01,98.3410369666399
1990-10-01,97.7473048662181
1990-11-01,97.5364618407774
1990-12-01,97.6005598519847
1991-01-01,97.9486533676767
1991-02-01,98.5836886534007
1991-03-01,99.3078432695795
1991-04-01,99.5123822060061
1991-05-01,99.4953425906082
1991-06-01,99.5606449254399
1991-07-01,99.6220438213105
1991-08-01,99.5863221620735
1991-09-01,99.3863125243599
1991-10-01,98.9103959817611
1991-11-01,98.3205371370469
1991-12-01,97.97348131059
1992-01-01,97.9247797556304
1992-02-01,98.1696226296778
1992-03-01,98.6089227733171
1992-04-01,98.9579058490179
1992-05-01,99.1565930379344
1992-06-01,99.1624484376103
1992-07-01,98.9877426620733
1992-08-01,98.8353279155659
1992-09-01,98.8248472689617
1992-10-01,99.0861367090202
1992-11-01,99.7106930877385
1992-12-01,100.21892627493
1993-01-01,100.351907513572
1993-02-01,100.235880981291
1993-03-01,100.048639381065
1993-04-01,99.8168819083404
1993-05-01,99.5208380751003
1993-06-01,99.2906175642416
1993-07-01,99.0767194719349
1993-08-01,99.0218832918899
1993-09-01,99.1438727323883
1993-10-01,99.4257195146798
1993-11-01,99.7645491691875
1993-12-01,100.256256146842
1994-01-01,100.679636072815
1994-02-01,100.830856530403
1994-03-01,100.820032041538
1994-04-01,100.790175675243
1994-05-01,100.727380365834
1994-06-01,100.620503213177
1994-07-01,100.547565870994
1994-08-01,100.593791068315
1994-09-01,100.664884083743
1994-10-01,100.759476113307
1994-11-01,100.874426176123
1994-12-01,101.051859558242
1995-01-01,101.134389815876
1995-02-01,101.000774274052
1995-03-01,100.778447255235
1995-04-01,100.682072134893
1995-05-01,100.669346466686
1995-06-01,100.79703297072
1995-07-01,100.915016636591
1995-08-01,100.880891863416
1995-09-01,100.642621964621
1995-10-01,100.485109651224
1995-11-01,100.406881550743
1995-12-01,100.431033533451
1996-01-01,100.447408023843
1996-02-01,100.518913122546
1996-03-01,100.664504945265
1996-04-01,100.693262208477
1996-05-01,100.672526458141
1996-06-01,100.781119411979
1996-07-01,100.940594907943
1996-08-01,101.060722133899
1996-09-01,101.151468539017
1996-10-01,101.273687844526
1996-11-01,101.37755840189
1996-12-01,101.392809597407
1997-01-01,101.443519860008
1997-02-01,101.561407058385
1997-03-01,101.694130935632
1997-04-01,101.858864318242
1997-05-01,102.044976857203
1997-06-01,102.214537197699
1997-07-01,102.328646150255
1997-08-01,102.331309363104
1997-09-01,102.342194395343
1997-10-01,102.335298938914
1997-11-01,102.316906417584
1997-12-01,102.28527128556
1998-01-01,102.43785218004
1998-02-01,102.601017541247
1998-03-01,102.608578993234
1998-04-01,102.58712248179
1998-05-01,102.488147783888
1998-06-01,102.369180887035
1998-07-01,102.233092819265
1998-08-01,102.040843690937
1998-09-01,101.800360604704
1998-10-01,101.664366468234
1998-11-01,101.757774199675
1998-12-01,101.900591983357
1999-01-01,102.140050129232
1999-02-01,102.348127421273
1999-03-01,102.383379312927
1999-04-01,102.378567291986
1999-05-01,102.42214604213
1999-06-01,102.433247529904
1999-07-01,102.377758122494
1999-08-01,102.316229797196
1999-09-01,102.305936535977
1999-10-01,102.285364559013
1999-11-01,102.403174151071
1999-12-01,102.56667006045
2000-01-01,102.796093484949
2000-02-01,102.848680452374
2000-03-01,102.768205999776
2000-04-01,102.749779429872
2000-05-01,102.724612106723
2000-06-01,102.626297354095
2000-07-01,102.593015870367
2000-08-01,102.558341284792
2000-09-01,102.508769890775
2000-10-01,102.400369836951
2000-11-01,102.149339823946
2000-12-01,101.622383763695
2001-01-01,101.100186502559
2001-02-01,100.718536252122
2001-03-01,100.553827890663
2001-04-01,100.52080909612
2001-05-01,100.643511562599
2001-06-01,100.722391071955
2001-07-01,100.636516447532
2001-08-01,100.335505281507
2001-09-01,99.9017934804155
2001-10-01,99.7454235761212
2001-11-01,99.8929102002036
2001-12-01,100.249832843309
2002-01-01,100.594979704472
2002-02-01,100.801749481092
2002-03-01,100.988711164685
2002-04-01,101.041375856906
2002-05-01,101.015362058483
2002-06-01,100.765062411831
2002-07-01,100.429956538044
2002-08-01,100.153796408274
2002-09-01,99.9122030211478
2002-10-01,99.7298138352795
2002-11-01,99.7448380646415
2002-12-01,99.7423061946528
2003-01-01,99.5639371730359
2003-02-01,99.4057337660691
2003-03-01,99.4888423838304
2003-04-01,99.9226930009011
2003-05-01,100.350432131242
2003-06-01,100.506485524966
2003-07-01,100.508773944486
2003-08-01,100.419398823969
2003-09-01,100.383984323228
2003-10-01,100.532211817033
2003-11-01,100.824393764637
2003-12-01,101.127494465533
2004-01-01,101.406852229325
2004-02-01,101.293250740874
2004-03-01,101.125445714968
2004-04-01,100.954327676417
2004-05-01,100.875962538275
2004-06-01,101.013869009176
2004-07-01,101.125282153455
2004-08-01,101.100584050579
2004-09-01,100.981718584822
2004-10-01,100.892469232536
2004-11-01,100.956681357254
2004-12-01,101.092448075703
2005-01-01,101.07772606705
2005-02-01,100.922078050824
2005-03-01,100.69255416436
2005-04-01,100.504104426717
2005-05-01,100.572064533382
2005-06-01,100.822281160842
2005-07-01,100.728731544309
2005-08-01,100.137337940266
2005-09-01,99.4185299402443
2005-10-01,99.1852501555309
2005-11-01,99.5718524042255
2005-12-01,100.148712930788
2006-01-01,100.409016076685
2006-02-01,100.360345159428
2006-03-01,100.228971708326
2006-04-01,99.977412106472
2006-05-01,99.6954569097502
2006-06-01,99.6746923569365
2006-07-01,99.7108447920243
2006-08-01,99.8090925051694
2006-09-01,100.124308218701
2006-10-01,100.544142808813
2006-11-01,100.775095933349
2006-12-01,100.890489676635
2007-01-01,100.922477333188
2007-02-01,100.699439506623
2007-03-01,100.427728504531
2007-04-01,100.253763955815
2007-05-01,100.193470168711
2007-06-01,100.152807666655
2007-07-01,100.129697448786
2007-08-01,99.9006073084889
2007-09-01,99.6455915632424
2007-10-01,99.3512034333764
2007-11-01,99.0655107873195
2007-12-01,98.8974207852015
2008-01-01,98.7358506312845
2008-02-01,98.3470023393776
2008-03-01,97.8782065308198
2008-04-01,97.3497777281458
2008-05-01,96.9703771507869
2008-06-01,96.8510662956581
2008-07-01,97.054236409902
2008-08-01,97.3116330046991
2008-09-01,97.3877076346503
2008-10-01,97.0346670130887
2008-11-01,96.7779837620178
2008-12-01,96.7705145234553
2009-01-01,96.7777248031416
2009-02-01,96.7516801027276
2009-03-01,96.953663574045
2009-04-01,97.4018962864432
2009-05-01,97.787579149978
2009-06-01,97.9472582801548
2009-07-01,97.9020335546133
2009-08-01,97.9457328114117
2009-09-01,98.1236146809427
2009-10-01,98.1532617107831
2009-11-01,98.1672965733054
2009-12-01,98.3414613917709
2010-01-01,98.502901615391
2010-02-01,98.5579307128384
2010-03-01,98.5548381981879
2010-04-01,98.5344402178642
2010-05-01,98.5331720652925
2010-06-01,98.4382506089146
2010-07-01,98.1541779970683
2010-08-01,97.9809240611783
2010-09-01,97.9301906926581
2010-10-01,98.0284937127562
2010-11-01,98.2852784649225
2010-12-01,98.5356040974577
2011-01-01,98.6436578499175
2011-02-01,98.5947030646434
2011-03-01,98.351617815951
2011-04-01,98.2933334972716
2011-05-01,98.2776661247917
2011-06-01,97.9710590634939
2011-07-01,97.3953646749114
2011-08-01,96.9039802738108
2011-09-01,96.8369444396327
2011-10-01,97.0681182615494
2011-11-01,97.508915132313
2011-12-01,98.0541650180965
2012-01-01,98.5189988501473
2012-02-01,98.778145927135
2012-03-01,98.9030295950779
2012-04-01,98.9380277887069
2012-05-01,98.8818122185771
2012-06-01,98.6759552563404
2012-07-01,98.6034191489406
2012-08-01,98.7744580743672
2012-09-01,99.0929313940008
2012-10-01,99.3213155161967
2012-11-01,99.2343321546731
2012-12-01,98.8980734026882
2013-01-01,98.7687876340144
2013-02-01,98.8724893887705
2013-03-01,99.0404679971506
2013-04-01,99.2540823237879
2013-05-01,99.5948075538802
2013-06-01,99.7709649986412
2013-07-01,99.733002560701
2013-08-01,99.450127131543
2013-09-01,99.0662924239499
2013-10-01,98.8289982176453
2013-11-01,98.9302082521625
2013-12-01,99.2361352367755
2014-01-01,99.4102790655424
2014-02-01,99.4808877520318
2014-03-01,99.5133805876993
2014-04-01,99.5869496131997
2014-05-01,99.5732261515113
2014-06-01,99.5466158999075
2014-07-01,99.5383665237333
2014-08-01,99.6339931447124
2014-09-01,99.8398972437147
2014-10-01,100.129370513184
2014-11-01,100.484544086597
2014-12-01,100.878373676355
2015-01-01,101.143714249934
2015-02-01,101.146012333751
2015-03-01,101.049079714857
2015-04-01,100.994126791958
2015-05-01,100.913434247494
2015-06-01,100.927579614608
2015-07-01,100.812397770175
2015-08-01,100.622172698023
2015-09-01,100.45074314985
2015-10-01,100.480097243963
2015-11-01,100.597082659285
2015-12-01,100.69452364585
2016-01-01,100.70766862234
2016-02-01,100.670182202377
2016-03-01,100.630184981331
2016-04-01,100.652332337931
2016-05-01,100.775193879156
2016-06-01,100.753055294626
2016-07-01,100.605801564055
2016-08-01,100.499425068378
2016-09-01,100.480190439552
2016-10-01,100.557405977329
2016-11-01,100.887893830392
2016-12-01,101.226672880557
2017-01-01,101.375438493444
2017-02-01,101.363095204138
2017-03-01,101.332398722651
2017-04-01,101.292643355315
2017-05-01,101.221173722976
2017-06-01,101.114942667782
2017-07-01,101.073783424964
2017-08-01,101.170589889028
2017-09-01,101.29183268591
2017-10-01,101.44203905023
2017-11-01,101.421906857751
2017-12-01,101.339040470292
2018-01-01,101.368427060291
2018-02-01,101.528436972551
2018-03-01,101.627832055344
2018-04-01,101.577857326167
2018-05-01,101.493489059611
2018-06-01,101.436543490821
2018-07-01,101.405624766454
2018-08-01,101.416675592364
2018-09-01,101.49848833962
2018-10-01,101.481011047937
2018-11-01,101.37383371699
2018-12-01,101.206627506338
2019-01-01,101.006494132418
2019-02-01,101.059592394799
2019-03-01,101.273291249117
2019-04-01,101.429937570404
2019-05-01,101.516074113495
2019-06-01,101.424162718337
2019-07-01,101.196918871512
2019-08-01,100.906777391285
2019-09-01,100.90674135333
2019-10-01,101.10550517821
2019-11-01,101.368777010652
2019-12-01,101.59197330203
2020-01-01,101.59037999078
2020-02-01,101.17101969728
2020-03-01,100.19325773236
2020-04-01,99.1297928642055
2020-05-01,98.6399170886627
2020-06-01,98.591141172451
2020-07-01,98.6080831259591
2020-08-01,98.8057914075869
2020-09-01,99.1118607610079
2020-10-01,99.2575645647497
2020-11-01,99.2153454641571
2020-12-01,99.2183471199572
2021-01-01,99.2243088757765
2021-02-01,99.3610606014606
2021-03-01,99.719917766596
2021-04-01,99.9592738469144
2021-05-01,99.9017488546504
2021-06-01,99.6961195995412
2021-07-01,99.2375075507622
2021-08-01,98.6798741177496
2021-09-01,98.3871235026067
2021-10-01,98.2042593330078
2021-11-01,98.0451987636049
2021-12-01,97.9458087116702
2022-01-01,97.7154572301266
2022-02-01,97.4140848218989
2022-03-01,97.1812695801393
2022-04-01,97.0182878606321
2022-05-01,96.6196431822341
2022-06-01,96.2205952345138
2022-07-01,96.1932318735125
2022-08-01,96.4541037556196
2022-09-01,96.6686257903321
2022-10-01,96.7809754013333
2022-11-01,96.8467806495822
2022-12-01,97.0624010957193
2023-01-01,97.3450463683012
2023-02-01,97.4594293617291
2023-03-01,97.3488530150949
2023-04-01,97.256878107764
2023-05-01,97.259575172933
2023-06-01,97.5581425756199
2023-07-01,97.9214900933199
2023-08-01,98.0014035647463
2023-09-01,97.8307827520196
2023-10-01,97.4958745407803
2023-11-01,97.1298556611567
